,Ship Company,Enter Time,Out Time,Duration days,Duration hours,Total duration(Hours),Day difference
2877,HAS,2017-10-24 07:00:00,2017-10-24 11:00:00,1,20:00:00,44,-1 days +20:00:00
2878,SKR,2017-10-24 17:00:00,2017-10-25 01:00:00,1,16:00:00,40,-1 days +16:00:00
2879,SKR,2017-10-24 19:00:00,2017-10-24 23:00:00,1,20:00:00,44,-1 days +20:00:00
2880,SKR,2017-10-25 05:00:00,2017-10-25 09:00:00,1,20:00:00,44,-1 days +20:00:00
2881,SKR,2017-10-26 16:00:00,2017-10-26 21:00:00,1,19:00:00,43,-1 days +19:00:00
2882,SKR,2017-10-27 17:00:00,2017-10-27 21:00:00,1,20:00:00,44,-1 days +20:00:00
2883,DJS,2017-10-27 19:00:00,2017-10-27 23:00:00,1,20:00:00,44,-1 days +20:00:00
2884,DJS,2017-10-27 23:00:00,2017-10-28 04:00:00,1,19:00:00,43,-1 days +19:00:00
2885,SKR,2017-10-28 02:00:00,2017-10-28 16:00:00,1,10:00:00,34,-1 days +10:00:00
2886,HAS,2017-10-28 07:00:00,2017-10-28 10:00:00,1,21:00:00,45,-1 days +21:00:00
2887,SKR,2017-10-29 03:00:00,2017-10-29 05:00:00,1,22:00:00,46,-1 days +22:00:00
2888,CKL,2017-10-29 10:00:00,2017-10-29 13:00:00,1,21:00:00,45,-1 days +21:00:00
2889,SKR,2017-10-30 13:00:00,2017-10-30 17:00:00,1,20:00:00,44,-1 days +20:00:00
2890,DJS,2017-10-30 19:00:00,2017-10-31 03:00:00,1,16:00:00,40,-1 days +16:00:00
2891,HAS,2017-10-30 22:00:00,2017-10-31 02:00:00,1,20:00:00,44,-1 days +20:00:00
2892,SKR,2017-10-31 07:00:00,2017-10-31 10:00:00,1,21:00:00,45,-1 days +21:00:00
2893,SKR,2017-10-31 09:00:00,2017-10-31 16:00:00,1,17:00:00,41,-1 days +17:00:00
2894,DJS,2017-11-01 19:00:00,2017-11-01 23:00:00,1,20:00:00,44,-1 days +20:00:00
2895,SKR,2017-11-01 21:00:00,2017-11-02 00:00:00,1,21:00:00,45,-1 days +21:00:00
2896,SKR,2017-11-02 16:00:00,2017-11-03 02:00:00,1,14:00:00,38,-1 days +14:00:00
2897,HAS,2017-11-02 22:00:00,2017-11-03 02:00:00,1,20:00:00,44,-1 days +20:00:00
2898,SKR,2017-11-03 03:00:00,2017-11-03 09:00:00,1,18:00:00,42,-1 days +18:00:00
2899,DJS,2017-11-03 20:00:00,2017-11-04 01:00:00,1,19:00:00,43,-1 days +19:00:00
2900,SKR,2017-11-04 09:00:00,2017-11-04 13:00:00,1,20:00:00,44,-1 days +20:00:00
2901,SKR,2017-11-04 10:00:00,2017-11-04 13:00:00,1,21:00:00,45,-1 days +21:00:00
2902,SKR,2017-11-05 05:00:00,2017-11-05 12:00:00,1,17:00:00,41,-1 days +17:00:00
2903,SKR,2017-11-05 19:00:00,2017-11-06 00:00:00,1,19:00:00,43,-1 days +19:00:00
2904,CKL,2017-11-06 13:00:00,2017-11-06 18:00:00,1,19:00:00,43,-1 days +19:00:00
2905,HAS,2017-11-06 16:00:00,2017-11-06 19:00:00,1,21:00:00,45,-1 days +21:00:00
2906,SKR,2017-11-07 19:00:00,2017-11-07 23:00:00,1,20:00:00,44,-1 days +20:00:00
2907,CKL,2017-11-08 05:00:00,2017-11-08 11:00:00,1,18:00:00,42,-1 days +18:00:00
2908,HAS,2017-11-09 17:00:00,2017-11-09 20:00:00,1,21:00:00,45,-1 days +21:00:00
2909,SKR,2017-11-09 23:00:00,2017-11-10 03:00:00,1,20:00:00,44,-1 days +20:00:00
2910,DJS,2017-11-10 00:00:00,2017-11-10 07:00:00,1,17:00:00,41,-1 days +17:00:00
2911,SKR,2017-11-10 08:00:00,2017-11-10 10:00:00,1,22:00:00,46,-1 days +22:00:00
2912,SKR,2017-11-10 14:00:00,2017-11-11 02:00:00,1,12:00:00,36,-1 days +12:00:00
2913,HAS,2017-11-11 01:00:00,2017-11-11 12:00:00,1,13:00:00,37,-1 days +13:00:00
2914,SKR,2017-11-11 12:00:00,2017-11-11 17:00:00,1,19:00:00,43,-1 days +19:00:00
2915,SKR,2017-11-11 19:00:00,2017-11-11 23:00:00,1,20:00:00,44,-1 days +20:00:00
2916,SKR,2017-11-12 01:00:00,2017-11-12 06:00:00,1,19:00:00,43,-1 days +19:00:00
2917,CKL,2017-11-12 09:00:00,2017-11-12 14:00:00,1,19:00:00,43,-1 days +19:00:00
2918,HAS,2017-11-13 00:00:00,2017-11-13 04:00:00,1,20:00:00,44,-1 days +20:00:00
2919,SKR,2017-11-13 19:00:00,2017-11-13 22:00:00,1,21:00:00,45,-1 days +21:00:00
2920,SKR,2017-11-14 15:00:00,2017-11-14 23:00:00,1,16:00:00,40,-1 days +16:00:00
2921,DJS,2017-11-15 19:00:00,2017-11-15 23:00:00,1,20:00:00,44,-1 days +20:00:00
2922,SKR,2017-11-16 07:00:00,2017-11-16 11:00:00,1,20:00:00,44,-1 days +20:00:00
2923,SKR,2017-11-17 02:00:00,2017-11-17 06:00:00,1,20:00:00,44,-1 days +20:00:00
2924,DJS,2017-11-17 05:00:00,2017-11-17 08:00:00,1,21:00:00,45,-1 days +21:00:00
2925,SKR,2017-11-17 12:00:00,2017-11-17 16:00:00,1,20:00:00,44,-1 days +20:00:00
2926,SKR,2017-11-18 06:00:00,2017-11-18 10:00:00,1,20:00:00,44,-1 days +20:00:00
2927,SKR,2017-11-18 23:00:00,2017-11-19 11:00:00,1,12:00:00,36,-1 days +12:00:00
2928,CKL,2017-11-19 03:00:00,2017-11-19 06:00:00,1,21:00:00,45,-1 days +21:00:00
2929,SKR,2017-11-19 05:00:00,2017-11-19 11:00:00,1,18:00:00,42,-1 days +18:00:00
2930,SKR,2017-11-19 16:00:00,2017-11-19 20:00:00,1,20:00:00,44,-1 days +20:00:00
2931,SKR,2017-11-19 17:00:00,2017-11-19 21:00:00,1,20:00:00,44,-1 days +20:00:00
2932,HAS,2017-11-20 01:00:00,2017-11-20 05:00:00,1,20:00:00,44,-1 days +20:00:00
2933,CKL,2017-11-20 06:00:00,2017-11-20 09:00:00,1,21:00:00,45,-1 days +21:00:00
2934,SKR,2017-11-20 15:00:00,2017-11-20 23:00:00,1,16:00:00,40,-1 days +16:00:00
2935,CKL,2017-11-21 00:00:00,2017-11-21 10:00:00,1,14:00:00,38,-1 days +14:00:00
2936,HAS,2017-11-22 00:00:00,2017-11-22 06:00:00,1,18:00:00,42,-1 days +18:00:00
2937,DJS,2017-11-22 18:00:00,2017-11-23 00:00:00,1,18:00:00,42,-1 days +18:00:00
2938,DJS,2017-11-22 20:00:00,2017-11-23 01:00:00,1,19:00:00,43,-1 days +19:00:00
2939,HAS,2017-11-23 16:00:00,2017-11-23 20:00:00,1,20:00:00,44,-1 days +20:00:00
2940,SKR,2017-11-23 18:00:00,2017-11-23 22:00:00,1,20:00:00,44,-1 days +20:00:00
2941,SKR,2017-11-23 20:00:00,2017-11-24 12:00:00,1,08:00:00,32,-1 days +08:00:00
2942,SKR,2017-11-24 01:00:00,2017-11-24 08:00:00,1,17:00:00,41,-1 days +17:00:00
2943,SKR,2017-11-26 05:00:00,2017-11-26 07:00:00,1,22:00:00,46,-1 days +22:00:00
2944,CKL,2017-11-26 07:00:00,2017-11-26 10:00:00,1,21:00:00,45,-1 days +21:00:00
2945,SKR,2017-11-26 11:00:00,2017-11-26 16:00:00,1,19:00:00,43,-1 days +19:00:00
2946,SKR,2017-11-27 13:00:00,2017-11-27 15:00:00,1,22:00:00,46,-1 days +22:00:00
2947,HAS,2017-11-27 14:00:00,2017-11-27 19:00:00,1,19:00:00,43,-1 days +19:00:00
2948,SKR,2017-11-29 05:00:00,2017-11-29 10:00:00,1,19:00:00,43,-1 days +19:00:00
2949,SKR,2017-11-29 05:00:00,2017-11-29 12:00:00,1,17:00:00,41,-1 days +17:00:00
2950,DJS,2017-11-29 17:00:00,2017-11-30 00:00:00,1,17:00:00,41,-1 days +17:00:00
2951,DJS,2017-11-29 19:00:00,2017-11-29 21:00:00,1,22:00:00,46,-1 days +22:00:00
2952,HAS,2017-11-30 08:00:00,2017-11-30 12:00:00,1,20:00:00,44,-1 days +20:00:00
2953,SKR,2017-11-30 16:00:00,2017-11-30 19:00:00,1,21:00:00,45,-1 days +21:00:00
2954,SKR,2017-12-01 03:00:00,2017-12-01 12:00:00,1,15:00:00,39,-1 days +15:00:00
2955,SKR,2017-12-01 02:00:00,2017-12-01 05:00:00,1,21:00:00,45,-1 days +21:00:00
2956,SKR,2017-12-01 09:00:00,2017-12-01 16:00:00,1,17:00:00,41,-1 days +17:00:00
2957,DJS,2017-12-01 18:00:00,2017-12-01 23:00:00,1,19:00:00,43,-1 days +19:00:00
2958,SKR,2017-12-02 18:00:00,2017-12-02 22:00:00,1,20:00:00,44,-1 days +20:00:00
2959,CKL,2017-12-03 05:00:00,2017-12-03 09:00:00,1,20:00:00,44,-1 days +20:00:00
2960,CKL,2017-12-03 08:00:00,2017-12-03 23:00:00,1,09:00:00,33,-1 days +09:00:00
2961,SKR,2017-12-03 18:00:00,2017-12-03 23:00:00,1,19:00:00,43,-1 days +19:00:00
2962,SKR,2017-12-04 01:00:00,2017-12-04 19:00:00,1,06:00:00,30,-1 days +06:00:00
2963,HAS,2017-12-04 17:00:00,2017-12-05 04:00:00,1,13:00:00,37,-1 days +13:00:00
2964,SKR,2017-12-04 20:00:00,2017-12-05 08:00:00,1,12:00:00,36,-1 days +12:00:00
2965,SKR,2017-12-05 06:00:00,2017-12-05 16:00:00,1,14:00:00,38,-1 days +14:00:00
2966,CKL,2017-12-05 10:00:00,2017-12-05 16:00:00,1,18:00:00,42,-1 days +18:00:00
2967,SKR,2017-12-06 00:00:00,2017-12-06 22:00:00,1,02:00:00,26,-1 days +02:00:00
2968,DJS,2017-12-07 02:00:00,2017-12-07 09:00:00,1,17:00:00,41,-1 days +17:00:00
2969,SKR,2017-12-07 09:00:00,2017-12-07 17:00:00,1,16:00:00,40,-1 days +16:00:00
2970,HAS,2017-12-08 02:00:00,2017-12-08 06:00:00,1,20:00:00,44,-1 days +20:00:00
2971,SKR,2017-12-08 02:00:00,2017-12-08 13:00:00,1,13:00:00,37,-1 days +13:00:00
2972,SKR,2017-12-08 13:00:00,2017-12-09 07:00:00,1,06:00:00,30,-1 days +06:00:00
2973,DJS,2017-12-09 09:00:00,2017-12-09 12:00:00,1,21:00:00,45,-1 days +21:00:00
2974,SKR,2017-12-09 10:00:00,2017-12-10 01:00:00,1,09:00:00,33,-1 days +09:00:00
2975,CKL,2017-12-09 13:00:00,2017-12-10 11:00:00,1,02:00:00,26,-1 days +02:00:00
2976,SKR,2017-12-10 13:06:00,2017-12-11 11:00:00,1,02:06:00,26,-1 days +02:06:00
2977,HAS,2017-12-11 16:00:00,2017-12-11 21:00:00,1,19:00:00,43,-1 days +19:00:00
2978,SKR,2017-12-11 17:00:00,2017-12-12 06:00:00,1,11:00:00,35,-1 days +11:00:00
2979,DJS,2017-12-12 06:00:00,2017-12-12 12:00:00,1,18:00:00,42,-1 days +18:00:00
2980,SKR,2017-12-12 09:00:00,2017-12-12 15:00:00,1,18:00:00,42,-1 days +18:00:00
2981,SKR,2017-12-12 20:00:00,2017-12-13 09:00:00,1,11:00:00,35,-1 days +11:00:00
2982,DJS,2017-12-13 16:00:00,2017-12-13 19:00:00,1,21:00:00,45,-1 days +21:00:00
2983,SKR,2017-12-13 20:00:00,2017-12-14 02:00:00,1,18:00:00,42,-1 days +18:00:00
2984,SKR,2017-12-13 20:00:00,2017-12-14 04:00:00,1,16:00:00,40,-1 days +16:00:00
2985,SKR,2017-12-14 08:00:00,2017-12-14 20:00:00,1,12:00:00,36,-1 days +12:00:00
2986,SKR,2017-12-15 05:00:00,2017-12-15 10:00:00,1,19:00:00,43,-1 days +19:00:00
2987,CKL,2017-12-15 08:00:00,2017-12-15 13:00:00,1,19:00:00,43,-1 days +19:00:00
2988,DJS,2017-12-16 00:00:00,2017-12-17 00:00:00,1,00:00:00,24,-1 days +00:00:00
2989,SKR,2017-12-17 09:00:00,2017-12-17 16:00:00,1,17:00:00,41,-1 days +17:00:00
2990,SKR,2017-12-17 12:00:00,2017-12-17 15:00:00,1,21:00:00,45,-1 days +21:00:00
2991,SKR,2017-12-17 20:00:00,2017-12-18 07:00:00,1,13:00:00,37,-1 days +13:00:00
2992,SKR,2017-12-18 14:00:00,2017-12-18 21:00:00,1,17:00:00,41,-1 days +17:00:00
2993,SKR,2017-12-18 17:00:00,2017-12-19 04:00:00,1,13:00:00,37,-1 days +13:00:00
2994,SKR,2017-12-19 04:00:00,2017-12-19 08:00:00,1,20:00:00,44,-1 days +20:00:00
2995,DJS,2017-12-19 10:00:00,2017-12-19 16:00:00,1,18:00:00,42,-1 days +18:00:00
2996,SKR,2017-12-19 12:00:00,2017-12-20 03:00:00,1,09:00:00,33,-1 days +09:00:00
2997,DJS,2017-12-20 09:00:00,2017-12-21 00:00:00,1,09:00:00,33,-1 days +09:00:00
2998,CKL,2017-12-20 11:00:00,2017-12-21 08:00:00,1,03:00:00,27,-1 days +03:00:00
2999,SKR,2017-12-21 00:00:00,2017-12-21 09:00:00,1,15:00:00,39,-1 days +15:00:00
3000,SKR,2017-12-22 00:00:00,2017-12-22 04:00:00,1,20:00:00,44,-1 days +20:00:00
3001,SKR,2017-12-22 06:00:00,2017-12-23 02:12:00,1,03:48:00,27,-1 days +03:48:00
3002,HAS,2017-12-22 11:00:00,2017-12-23 06:00:00,1,05:00:00,29,-1 days +05:00:00
3003,DJS,2017-12-23 02:00:00,2017-12-23 08:00:00,1,18:00:00,42,-1 days +18:00:00
3004,HAS,2017-12-23 08:00:00,2017-12-23 18:00:00,1,14:00:00,38,-1 days +14:00:00
3005,CKL,2017-12-23 08:00:00,2017-12-24 02:00:00,1,06:00:00,30,-1 days +06:00:00
3006,SKR,2017-12-23 18:00:00,2017-12-23 23:00:00,1,19:00:00,43,-1 days +19:00:00
3007,SKR,2017-12-23 20:00:00,2017-12-24 15:00:00,1,05:00:00,29,-1 days +05:00:00
3008,SKR,2017-12-24 11:00:00,2017-12-24 16:00:00,1,19:00:00,43,-1 days +19:00:00
3009,SKR,2017-12-25 03:00:00,2017-12-25 06:00:00,1,21:00:00,45,-1 days +21:00:00
3010,HAS,2017-12-25 10:00:00,2017-12-25 20:00:00,1,14:00:00,38,-1 days +14:00:00
3011,SKR,2017-12-25 17:00:00,2017-12-26 09:00:00,1,08:00:00,32,-1 days +08:00:00
3012,SKR,2017-12-26 19:00:00,2017-12-27 13:00:00,1,06:00:00,30,-1 days +06:00:00
3013,SKR,2017-12-27 16:00:00,2017-12-27 22:00:00,1,18:00:00,42,-1 days +18:00:00
3014,DJS,2017-12-27 17:00:00,2017-12-27 21:00:00,1,20:00:00,44,-1 days +20:00:00
3015,SKR,2017-12-28 07:00:00,2017-12-28 17:00:00,1,14:00:00,38,-1 days +14:00:00
3016,SKR,2017-12-28 18:00:00,2017-12-29 01:00:00,1,17:00:00,41,-1 days +17:00:00
3017,SKR,2017-12-29 04:00:00,2017-12-30 01:00:00,1,03:00:00,27,-1 days +03:00:00
3018,CKL,2017-12-30 03:00:00,2017-12-30 17:00:00,1,10:00:00,34,-1 days +10:00:00
3019,SKR,2017-12-30 19:00:00,2017-12-31 14:00:00,1,05:00:00,29,-1 days +05:00:00
3020,SKR,2017-12-31 08:00:00,2018-01-01 00:00:00,1,08:00:00,32,-1 days +08:00:00
3021,SKR,2017-12-31 19:00:00,2017-12-31 23:00:00,1,20:00:00,44,-1 days +20:00:00
3022,SKR,2017-12-31 22:00:00,2018-01-01 03:00:00,1,19:00:00,43,-1 days +19:00:00
3023,SKR,2018-01-01 07:00:00,2018-01-01 11:00:00,1,20:00:00,44,-1 days +20:00:00
3024,DJS,2018-01-01 09:00:00,2018-01-02 00:00:00,1,09:00:00,33,-1 days +09:00:00
3025,SKR,2018-01-02 13:00:00,2018-01-03 05:00:00,1,08:00:00,32,-1 days +08:00:00
3026,SKR,2018-01-03 14:00:00,2018-01-04 09:00:00,1,05:00:00,29,-1 days +05:00:00
3027,SKR,2018-01-04 08:00:00,2018-01-05 00:00:00,1,08:00:00,32,-1 days +08:00:00
3028,HAS,2018-01-05 02:00:00,2018-01-05 08:00:00,1,18:00:00,42,-1 days +18:00:00
3029,DJS,2018-01-05 05:00:00,2018-01-05 16:00:00,1,13:00:00,37,-1 days +13:00:00
3030,SKR,2018-01-05 18:00:00,2018-01-06 15:00:00,1,03:00:00,27,-1 days +03:00:00
3031,SKR,2018-01-06 20:00:00,2018-01-07 15:00:00,1,05:00:00,29,-1 days +05:00:00
3032,SKR,2018-01-08 09:00:00,2018-01-08 15:10:00,1,17:50:00,41,-1 days +17:50:00
3033,SKR,2018-01-08 09:00:00,2018-01-08 13:00:00,1,20:00:00,44,-1 days +20:00:00
3034,SKR,2018-01-08 12:00:00,2018-01-08 16:00:00,1,20:00:00,44,-1 days +20:00:00
3035,CKL,2018-01-08 14:00:00,2018-01-08 23:00:00,1,15:00:00,39,-1 days +15:00:00
3036,SKR,2018-01-08 16:00:00,2018-01-08 20:00:00,1,20:00:00,44,-1 days +20:00:00
3037,DJS,2018-01-09 01:00:00,2018-01-09 14:00:00,1,11:00:00,35,-1 days +11:00:00
3038,SKR,2018-01-11 23:00:00,2018-01-12 06:00:00,1,17:00:00,41,-1 days +17:00:00
3039,DJS,2018-01-12 05:00:00,2018-01-12 18:00:00,1,11:00:00,35,-1 days +11:00:00
3040,SKR,2018-01-12 14:00:00,2018-01-12 17:00:00,1,21:00:00,45,-1 days +21:00:00
3041,HAS,2018-01-13 05:00:00,2018-01-13 09:00:00,1,20:00:00,44,-1 days +20:00:00
3042,SKR,2018-01-14 03:00:00,2018-01-14 17:00:00,1,10:00:00,34,-1 days +10:00:00
3043,SKR,2018-01-14 17:00:00,2018-01-15 09:00:00,1,08:00:00,32,-1 days +08:00:00
3044,SKR,2018-01-16 04:00:00,2018-01-16 08:00:00,1,20:00:00,44,-1 days +20:00:00
3045,SKR,2018-01-16 08:00:00,2018-01-16 13:00:00,1,19:00:00,43,-1 days +19:00:00
3046,CKL,2018-01-16 09:00:00,2018-01-16 13:00:00,1,20:00:00,44,-1 days +20:00:00
3047,SKR,2018-01-16 17:00:00,2018-01-17 08:00:00,1,09:00:00,33,-1 days +09:00:00
3048,DJS,2018-01-17 02:00:00,2018-01-17 15:00:00,1,11:00:00,35,-1 days +11:00:00
3049,DJS,2018-01-17 20:00:00,2018-01-18 06:00:00,1,14:00:00,38,-1 days +14:00:00
3050,HAS,2018-01-18 21:00:00,2018-01-19 00:30:00,1,20:30:00,44,-1 days +20:30:00
3051,SKR,2018-01-19 03:00:00,2018-01-19 18:00:00,1,09:00:00,33,-1 days +09:00:00
3052,DJS,2018-01-19 08:00:00,2018-01-20 03:00:00,1,05:00:00,29,-1 days +05:00:00
3053,SKR,2018-01-20 04:00:00,2018-01-20 09:00:00,1,19:00:00,43,-1 days +19:00:00
3054,SKR,2018-01-20 09:00:00,2018-01-20 17:00:00,1,16:00:00,40,-1 days +16:00:00
3055,SKR,2018-01-20 11:00:00,2018-01-20 14:00:00,1,21:00:00,45,-1 days +21:00:00
3056,SKR,2018-01-20 18:00:00,2018-01-21 13:00:00,1,05:00:00,29,-1 days +05:00:00
3057,SKR,2018-01-21 17:00:00,2018-01-22 06:00:00,1,11:00:00,35,-1 days +11:00:00
3058,SKR,2018-01-21 22:00:00,2018-01-22 02:00:00,1,20:00:00,44,-1 days +20:00:00
3059,HAS,2018-01-22 07:00:00,2018-01-22 11:00:00,1,20:00:00,44,-1 days +20:00:00
3060,SKR,2018-01-22 11:00:00,2018-01-23 06:00:00,1,05:00:00,29,-1 days +05:00:00
3061,SKR,2018-01-22 15:00:00,2018-01-23 06:00:00,1,09:00:00,33,-1 days +09:00:00
3062,SKR,2018-01-23 07:00:00,2018-01-23 12:00:00,1,19:00:00,43,-1 days +19:00:00
3063,DJS,2018-01-23 07:00:00,2018-01-24 03:00:00,1,04:00:00,28,-1 days +04:00:00
3064,SKR,2018-01-26 06:00:00,2018-01-26 17:00:00,1,13:00:00,37,-1 days +13:00:00
3065,HAS,2018-01-26 11:00:00,2018-01-26 22:00:00,1,13:00:00,37,-1 days +13:00:00
3066,SKR,2018-01-26 15:00:00,2018-01-26 18:00:00,1,21:00:00,45,-1 days +21:00:00
3067,SKR,2018-01-26 18:00:00,2018-01-26 22:00:00,1,20:00:00,44,-1 days +20:00:00
3068,DJS,2018-01-27 00:00:00,2018-01-27 20:00:00,1,04:00:00,28,-1 days +04:00:00
3069,SKR,2018-01-28 02:00:00,2018-01-28 21:00:00,1,05:00:00,29,-1 days +05:00:00
3070,SKR,2018-01-28 21:00:00,2018-01-29 12:00:00,1,09:00:00,33,-1 days +09:00:00
3071,SKR,2018-01-29 13:00:00,2018-01-29 15:00:00,1,22:00:00,46,-1 days +22:00:00
3072,SKR,2018-01-29 22:00:00,2018-01-30 11:00:00,1,11:00:00,35,-1 days +11:00:00
3073,SKR,2018-01-30 04:00:00,2018-01-30 09:00:00,1,19:00:00,43,-1 days +19:00:00
3074,DJS,2018-01-30 14:00:00,2018-01-30 17:00:00,1,21:00:00,45,-1 days +21:00:00
3075,SKR,2018-01-30 20:00:00,2018-01-31 09:00:00,1,11:00:00,35,-1 days +11:00:00
3076,DJS,2018-02-01 05:00:00,2018-02-01 07:00:00,1,22:00:00,46,-1 days +22:00:00
3077,SKR,2018-02-01 15:00:00,2018-02-01 23:00:00,1,16:00:00,40,-1 days +16:00:00
3078,SKR,2018-02-02 07:00:00,2018-02-02 13:00:00,1,18:00:00,42,-1 days +18:00:00
3079,CKL,2018-02-02 08:00:00,2018-02-02 23:00:00,1,09:00:00,33,-1 days +09:00:00
3080,SKR,2018-02-02 14:00:00,2018-02-02 18:00:00,1,20:00:00,44,-1 days +20:00:00
3081,DJS,2018-02-02 19:00:00,2018-02-03 08:00:00,1,11:00:00,35,-1 days +11:00:00
3082,SKR,2018-02-03 03:00:00,2018-02-03 23:00:00,1,04:00:00,28,-1 days +04:00:00
3083,SKR,2018-02-04 09:00:00,2018-02-04 12:00:00,1,21:00:00,45,-1 days +21:00:00
3084,SKR,2018-02-04 12:00:00,2018-02-05 05:00:00,1,07:00:00,31,-1 days +07:00:00
3085,HAS,2018-02-05 01:00:00,2018-02-05 20:00:00,1,05:00:00,29,-1 days +05:00:00
3086,SKR,2018-02-05 07:00:00,2018-02-05 13:00:00,1,18:00:00,42,-1 days +18:00:00
3087,HAS,2018-02-05 10:00:00,2018-02-05 20:00:00,1,14:00:00,38,-1 days +14:00:00
3088,SKR,2018-02-05 19:00:00,2018-02-06 02:00:00,1,17:00:00,41,-1 days +17:00:00
3089,SKR,2018-02-06 02:00:00,2018-02-06 07:00:00,1,19:00:00,43,-1 days +19:00:00
3090,DJS,2018-02-06 16:00:00,2018-02-07 02:00:00,1,14:00:00,38,-1 days +14:00:00
3091,DJS,2018-02-07 06:00:00,2018-02-07 15:00:00,1,15:00:00,39,-1 days +15:00:00
3092,SKR,2018-02-08 07:00:00,2018-02-09 03:00:00,1,04:00:00,28,-1 days +04:00:00
3093,HAS,2018-02-09 02:00:00,2018-02-09 07:00:00,1,19:00:00,43,-1 days +19:00:00
3094,SKR,2018-02-09 07:00:00,2018-02-10 00:00:00,1,07:00:00,31,-1 days +07:00:00
3095,DJS,2018-02-10 02:00:00,2018-02-10 09:00:00,1,17:00:00,41,-1 days +17:00:00
3096,HAS,2018-02-10 11:00:00,2018-02-10 15:00:00,1,20:00:00,44,-1 days +20:00:00
3097,SKR,2018-02-10 13:00:00,2018-02-11 06:00:00,1,07:00:00,31,-1 days +07:00:00
3098,SKR,2018-02-11 17:00:00,2018-02-11 20:00:00,1,21:00:00,45,-1 days +21:00:00
3099,SKR,2018-02-11 19:00:00,2018-02-12 12:00:00,1,07:00:00,31,-1 days +07:00:00
3100,SKR,2018-02-12 00:00:00,2018-02-12 09:00:00,1,15:00:00,39,-1 days +15:00:00
3101,SKR,2018-02-12 01:00:00,2018-02-12 06:00:00,1,19:00:00,43,-1 days +19:00:00
3102,HAS,2018-02-12 07:00:00,2018-02-12 12:00:00,1,19:00:00,43,-1 days +19:00:00
3103,SKR,2018-02-13 00:00:00,2018-02-13 09:00:00,1,15:00:00,39,-1 days +15:00:00
3104,SKR,2018-02-13 04:00:00,2018-02-13 10:00:00,1,18:00:00,42,-1 days +18:00:00
3105,DJS,2018-02-13 18:00:00,2018-02-14 13:00:00,1,05:00:00,29,-1 days +05:00:00
3106,DJS,2018-02-14 22:00:00,2018-02-15 21:00:00,1,01:00:00,25,-1 days +01:00:00
3107,HAS,2018-02-21 03:00:00,2018-02-21 21:00:00,1,06:00:00,30,-1 days +06:00:00
3108,SKR,2018-02-21 17:00:00,2018-02-21 22:00:00,1,19:00:00,43,-1 days +19:00:00
3109,DJS,2018-02-22 00:00:00,2018-02-22 09:00:00,1,15:00:00,39,-1 days +15:00:00
3110,CKL,2018-02-22 08:00:00,2018-02-22 13:00:00,1,19:00:00,43,-1 days +19:00:00
3111,NSL,2018-02-22 09:00:00,2018-02-22 12:00:00,1,21:00:00,45,-1 days +21:00:00
3112,SKR,2018-02-22 14:00:00,2018-02-22 17:00:00,1,21:00:00,45,-1 days +21:00:00
3113,HAS,2018-02-22 15:00:00,2018-02-23 15:00:00,1,00:00:00,24,-1 days +00:00:00
3114,SKR,2018-02-24 03:00:00,2018-02-24 23:00:00,1,04:00:00,28,-1 days +04:00:00
3115,SKR,2018-02-25 01:00:00,2018-02-25 11:00:00,1,14:00:00,38,-1 days +14:00:00
3116,HAS,2018-02-26 09:00:00,2018-02-26 23:00:00,1,10:00:00,34,-1 days +10:00:00
3117,SKR,2018-02-26 14:00:00,2018-02-27 06:00:00,1,08:00:00,32,-1 days +08:00:00
3118,SKR,2018-02-26 19:00:00,2018-02-26 23:00:00,1,20:00:00,44,-1 days +20:00:00
3119,SKR,2018-02-27 00:00:00,2018-02-27 07:00:00,1,17:00:00,41,-1 days +17:00:00
3120,SKR,2018-02-27 00:00:00,2018-02-27 06:00:00,1,18:00:00,42,-1 days +18:00:00
3121,DJS,2018-02-27 09:00:00,2018-02-28 07:00:00,1,02:00:00,26,-1 days +02:00:00
3122,HAS,2018-02-28 03:00:00,2018-02-28 12:00:00,1,15:00:00,39,-1 days +15:00:00
3123,DJS,2018-03-01 02:00:00,2018-03-01 12:00:00,1,14:00:00,38,-1 days +14:00:00
3124,SKR,2018-03-01 09:00:00,2018-03-01 20:00:00,1,13:00:00,37,-1 days +13:00:00
3125,CKL,2018-03-01 21:00:00,2018-03-02 01:00:00,1,20:00:00,44,-1 days +20:00:00
3126,HAS,2018-03-02 00:00:00,2018-03-02 12:00:00,1,12:00:00,36,-1 days +12:00:00
3127,SKR,2018-03-02 11:00:00,2018-03-03 04:00:00,1,07:00:00,31,-1 days +07:00:00
3128,SKR,2018-03-02 20:00:00,2018-03-03 12:00:00,1,08:00:00,32,-1 days +08:00:00
3129,HAS,2018-03-03 11:00:00,2018-03-03 21:00:00,1,14:00:00,38,-1 days +14:00:00
3130,DJS,2018-03-04 14:00:00,2018-03-04 17:00:00,1,21:00:00,45,-1 days +21:00:00
3131,SKR,2018-03-04 20:00:00,2018-03-05 11:00:00,1,09:00:00,33,-1 days +09:00:00
3132,DJS,2018-03-05 09:00:00,2018-03-05 20:00:00,1,13:00:00,37,-1 days +13:00:00
3133,SKR,2018-03-05 15:00:00,2018-03-06 08:00:00,1,07:00:00,31,-1 days +07:00:00
3134,SKR,2018-03-06 05:00:00,2018-03-06 10:00:00,1,19:00:00,43,-1 days +19:00:00
